Title,Detail,Price(in dollar),Offer price(in dollar),Number of bed,Rating,Number of Reviews,Start Date,End Date,Length of Stay
"Apartment in Kecamatan Senen, Indonesia",5* Studio Resort like: Mason Place Capitol Park,29.0,25.0,2.0,4.95,112.0,2024-06-08,2024-01-13,-147
"Home in Lembang, Indonesia",Minimax House by wiandra,96.0,32.0,4.0,4.84,81.0,2024-06-03,2024-01-08,-147
"Condo in Melaka, Malaysia",B1731/Seaview/5 mine drive to Jonker/Imperio/4 pax,23.0,33.0,3.0,4.54,209.0,2024-06-13,2024-01-19,-146
"Loft in George Town, Malaysia",*6Maritime Seafront Scandinavian Home‖北欧风格日出无敌海景套房,153.0,156.56024096385542,3.0,4.39,380.0,2024-06-01,2024-01-07,-146
"Condo in Cebu City, Philippines",Scenic Cebu City View Condo in Ayala,41.0,156.56024096385542,2.0,4.98,315.0,2024-06-16,2024-01-21,-147
"Bungalow in Naiyang Beach, Thailand","Baan Rom Pruk private house, near Naiyang beach",26.0,156.56024096385542,1.0,4.96,172.0,2024-06-05,2024-01-10,-147
"Condo in Quận 4, Vietnam",10' walk to Bitexco D1 45sqm Studio - Stay&Fun 01,38.0,156.56024096385542,1.0,4.8,163.0,2024-06-02,2024-01-07,-147
"Room in Ko Samui District, Thailand",Villa The Spot - Room B6,127.0,156.56024096385542,1.0,4.75,28.0,2024-06-03,2024-01-08,-147
"Condo in Bayan Lepas, Malaysia",Cozy Seafront Studio Suite Near Queensbay,52.0,156.56024096385542,1.0,4.83,263.0,2024-06-25,2024-01-30,-147
"Hut in Kecamatan Selat, Indonesia",GLAMPING Experience with an INFINITY POOL,79.0,156.56024096385542,2.0,4.8,45.0,2024-06-22,2024-01-27,-147
"Condo in Tambon Na Chom Thian, Thailand",Veranda Residence pattaya 1BR partial sea view,47.0,156.56024096385542,2.0,4.8,95.0,2024-06-05,2024-01-10,-147
"Apartment in Kuala Lumpur, Malaysia",1min KLCC Twin Tower & Pavilion/Ins cottage for best memories,38.0,156.56024096385542,2.0,4.91,278.0,2024-06-25,2024-01-30,-147
"Cabin in Selat, Indonesia",Nyan Bali -A Bamboo House Escape with Private Chef,237.0,156.56024096385542,2.0,4.95,104.0,2024-12-01,2024-01-06,-330
"Condo in Cebu City, Philippines",5-Star Experience at the Heart of Cebu,49.0,156.56024096385542,3.0,4.96,280.0,2024-08-09,2024-01-16,-206
"Bungalow in Antipolo, Philippines",Antipolo - Secluded and Romantic,143.0,156.56024096385542,3.0,4.87,478.0,2024-06-04,2024-01-09,-147
"Room in San Juan, Philippines",Alon and Sandy Surf Shack GFloor (Air Conditioned),129.0,156.56024096385542,3.0,4.62,145.0,2024-06-10,2024-01-16,-146
"Room in Botolan, Philippines",The Blue Cabin #Beach,62.0,21.0,1.0,4.85,59.0,2024-06-03,2024-01-08,-147
"Condo in Manila, Philippines","Amazing Manila Bay View! Spacious Comfy, Clean *31",69.0,177.0,2.0,4.9,154.0,2024-06-11,2024-01-16,-147
"Apartment in Thalang, Thailand",Luxurious private 2bedrm seafront Phuket penthouse,286.0,57.0,2.0,4.92,185.0,2024-09-02,2024-01-07,-239
"Condo in Tagaytay, Philippines",Serenity Tagaytay Home w/ WIFI & NETFLIX,30.0,34.0,3.0,4.79,447.0,2024-06-11,2024-01-16,-147
"Apartment in Melaka, Malaysia",B1933B/5 min drive to Jonker/Seaview/Imperio/4 pax,24.0,47.0,4.0,4.69,196.0,2024-06-18,2024-01-24,-146
"Villa in Phu Quoc, Vietnam",H&B Villas Phu Quoc - 3 Bedrooms,252.0,156.56024096385542,4.0,5.0,20.0,2024-06-01,2024-01-06,-147
"Condo in Pasig, Philippines",A Chic and Cozy 2Br Unit w/ Netflix and Disney+,34.0,156.56024096385542,6.0,4.94,295.0,2024-06-04,2024-01-09,-147
"Loft in George Town, Malaysia",Coastline Seaview Duplex Level 19 Executive Floor,87.0,156.56024096385542,1.0,4.92,437.0,2024-06-04,2024-01-09,-147
"Cabin in Tambon Ko Pha-ngan, Thailand","BOHO CABIN, Hin Kong Beachfront, West Coast.",132.0,156.56024096385542,2.0,4.98,44.0,2024-07-07,2024-01-12,-177
"Apartment in Tambon Kamala, Thailand",(A)Charming Pool Access One Bedroom Apartment,65.0,156.56024096385542,1.0,4.82,68.0,2024-06-03,2024-01-08,-147
"Condo in Pasay, Philippines","One Bedroom Condo in Roxas Boulevard, Pasay City",30.0,156.56024096385542,8.0,4.77,332.0,2024-06-07,2024-01-12,-147
"Villa in Seririt, Indonesia",Wake up to the Sea of Bali: Beachfront luxury plus,194.0,156.56024096385542,1.0,5.0,139.0,2024-10-10,2024-01-16,-268
"Cabin in Lazi, Philippines",Enchanted River cabin w/private garden and kitchen,51.0,156.56024096385542,2.0,4.85,127.0,2024-08-19,2024-01-24,-208
"Condo in Cebu City, Philippines",Cozy City Condo at Horizons 101 [ W/ WIFI ].,26.0,156.56024096385542,2.0,4.44,220.0,2024-06-05,2024-01-10,-147
"Apartment in Tambon Patong, Thailand",SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,64.0,156.56024096385542,4.0,4.8,159.0,2024-06-25,2024-01-30,-147
"Apartment in Tambon Rawai, Thailand",Appartment 140 sqm 6 people big terrace sea view,111.0,156.56024096385542,2.0,4.91,160.0,2024-06-14,2024-01-19,-147
"Condo in Chiang Mai, Thailand",Cozy room 48.5 sq.m @The Astra near Night market,45.0,156.56024096385542,1.0,4.89,190.0,2024-06-07,2024-01-12,-147
"Apartment in Kuala Lumpur, Malaysia",EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,53.0,156.56024096385542,1.0,4.78,408.0,2024-06-01,2024-01-06,-147
"Loft in George Town, Malaysia",Coastline Seaview Duplex Level 19 Executive Floor,87.0,16.0,6.0,4.92,437.0,2024-06-04,2024-01-09,-147
"Hotel in Nha Trang, Vietnam",VENUE HOTEL-20% Superior City NiceWindow#Good Rate,17.0,177.0,1.0,4.35,17.0,2024-06-04,2024-01-09,-147
"Cabin in Tambon Ko Pha-ngan, Thailand","BOHO CABIN, Hin Kong Beachfront, West Coast.",132.0,34.0,1.0,4.98,44.0,2024-07-07,2024-01-12,-177
"Apartment in Tambon Kamala, Thailand",(A)Charming Pool Access One Bedroom Apartment,65.0,66.0,2.0,4.82,68.0,2024-06-03,2024-01-08,-147
"Villa in Seririt, Indonesia",Wake up to the Sea of Bali: Beachfront luxury plus,194.0,47.0,8.0,5.0,139.0,2024-10-10,2024-01-16,-268
"Cabin in Lazi, Philippines",Enchanted River cabin w/private garden and kitchen,51.0,22.0,1.0,4.85,127.0,2024-08-19,2024-01-24,-208
"Condo in Cebu City, Philippines",Cozy City Condo at Horizons 101 [ W/ WIFI ].,26.0,156.56024096385542,2.0,4.44,220.0,2024-06-05,2024-01-10,-147
"Apartment in Tambon Patong, Thailand",SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,64.0,156.56024096385542,2.0,4.8,159.0,2024-06-25,2024-01-30,-147
"Condo in Chiang Mai, Thailand",Cozy room 48.5 sq.m @The Astra near Night market,45.0,156.56024096385542,2.0,4.89,190.0,2024-06-07,2024-01-12,-147
"Condo in Tambon Thep Krasatti, Thailand",2 Bedrooms Beachfront on Maikhao Beach B#7F,90.0,156.56024096385542,2.0,4.6,65.0,2024-06-01,2024-01-06,-147
"Apartment in Kuala Lumpur, Malaysia",EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,53.0,156.56024096385542,1.0,4.78,408.0,2024-06-01,2024-01-06,-147
"Apartment in Tambon Hua Hin, Thailand",La Casita Hua Hin 2,32.0,156.56024096385542,1.0,4.75,170.0,2024-06-22,2024-01-27,-147
"Condo in Cebu City, Philippines",Cozy Studio across Ayala Mall iT Park 1min walk,26.0,156.56024096385542,1.0,4.78,235.0,2024-07-20,2024-01-25,-177
"Bungalow in Ko Samui, Thailand",B4: Sea Breeze Bungalow with Ensuite and AC,33.0,156.56024096385542,2.0,4.82,191.0,2024-06-14,2024-01-19,-147
"Villa in Pemuteran, Indonesia","Villa Arun, Sumberkima Hill",262.0,156.56024096385542,1.0,4.88,57.0,2024-08-21,2024-01-26,-208
"Apartment in Quận 4, Vietnam",DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,44.0,156.56024096385542,1.0,4.78,167.0,2024-06-03,2024-01-08,-147
"Apartment in Kuala Lumpur, Malaysia",Premier Lux Studio Large Tv Free Netflix | City,62.0,28.0,2.0,4.9,166.0,2024-06-01,2024-01-08,-145
"Cabin in Tambon Ko Pha-ngan, Thailand","BOHO CABIN, Hin Kong Beachfront, West Coast.",132.0,177.0,1.0,4.98,44.0,2024-07-07,2024-01-12,-177
"Condo in Johor Bahru, Malaysia",【R&F】Studio of Dual-Key Homely Getaway byⓗⓢ,44.0,57.0,2.0,4.78,139.0,2024-06-04,2024-01-09,-147
"Apartment in Bangkok , Thailand","Luxury Q Chidlom Condo, BTS ChitLom, Siam,",90.0,34.0,1.0,4.79,61.0,2024-06-01,2024-01-08,-145
"Apartment in Tambon Kamala, Thailand",(A)Charming Pool Access One Bedroom Apartment,65.0,22.0,2.0,4.82,68.0,2024-06-03,2024-01-08,-147
"Villa in Seririt, Indonesia",Wake up to the Sea of Bali: Beachfront luxury plus,194.0,156.56024096385542,8.0,5.0,139.0,2024-10-10,2024-01-16,-268
"Apartment in Muang Pattaya, Thailand",#18 2022 Newest! Downtown Lux Fun Sea View Condo,63.0,156.56024096385542,1.0,5.0,27.0,2024-06-01,2024-01-06,-147
"Cabin in Lazi, Philippines",Enchanted River cabin w/private garden and kitchen,51.0,156.56024096385542,1.0,4.85,127.0,2024-08-19,2024-01-24,-208
"Condo in Cebu City, Philippines",Cozy City Condo at Horizons 101 [ W/ WIFI ].,26.0,156.56024096385542,2.0,4.44,220.0,2024-06-05,2024-01-10,-147
"Apartment in Tambon Patong, Thailand",SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,64.0,156.56024096385542,2.0,4.8,159.0,2024-06-25,2024-01-30,-147
"Condo in Chiang Mai, Thailand",Cozy room 48.5 sq.m @The Astra near Night market,45.0,156.56024096385542,2.0,4.89,190.0,2024-06-07,2024-01-12,-147
"Condo in Melaka, Malaysia",B2733/Seaview/5mins to Jonker/Imperio/Studio/4pax,30.0,156.56024096385542,3.0,4.71,230.0,2024-06-04,2024-01-10,-146
"Condo in Cyberjaya, Malaysia",Kanvas Soho / KLIA / FREE WIFI 500mbps,24.0,156.56024096385542,2.0,4.8,410.0,2024-06-04,2024-01-09,-147
"Villa in Phuket, Thailand",Waterfront Traditional Thai Style Pool Villa (V7),41.0,156.56024096385542,1.0,4.71,82.0,2024-06-01,2024-01-06,-147
"Villa in Pemuteran, Indonesia","Villa Arun, Sumberkima Hill",262.0,156.56024096385542,1.0,4.88,57.0,2024-08-21,2024-01-26,-208
"Apartment in Quận 4, Vietnam",DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,44.0,156.56024096385542,1.0,4.78,167.0,2024-06-03,2024-01-08,-147
"Apartment in Pasay, Philippines",Comfy-Cozy-Cheap @ NAIA 3 near RW w/ NETFLIX,33.0,573.0,3.0,4.86,692.0,2024-07-25,2024-01-30,-177
"Condo in Manila, Philippines",[50mbps+NETFLIX] Your home in the heart of Manila,28.0,38.0,1.0,4.73,159.0,2024-06-01,2024-01-06,-147
"Room in Khet Din Daeng, Thailand",Comfy Room with Bathroom near MRT Phra Ram 9,30.0,63.0,1.0,4.99,72.0,2024-08-14,2024-01-19,-208
"Apartment in Patong, Thailand","Endless Patong Ocean View from a Hilltop Condominium, Phuket",56.0,100.0,4.0,4.95,252.0,2024-06-01,2024-01-08,-145
"Villa in Uluwatu, Indonesia","Spectacular Ocean View Villa in Uluwatu, Bali",673.0,156.56024096385542,2.0,4.94,143.0,2024-06-14,2024-01-19,-147
"Room in Kecamatan Ubud, Indonesia","Exclusive Villa, for Couples Looking To Relax",149.0,156.56024096385542,2.0,4.85,62.0,2024-09-04,2024-01-09,-239
"Apartment in Tambon Patong, Thailand",1 BR Phuket Modern Luxury Living,44.0,156.56024096385542,1.0,4.68,202.0,2024-06-06,2024-01-11,-147
"Apartment in Shah Alam, Malaysia",*SETIA ALAM* Big Luxury Comfort Homestay #Trefoil,30.0,156.56024096385542,1.0,4.87,171.0,2024-06-07,2024-01-12,-147
"Room in Ubud, Indonesia",Luxury Villa in Ubud,65.0,156.56024096385542,3.0,4.91,54.0,2024-06-10,2024-01-15,-147
"Resort in Langkawi, Malaysia","S101 Beachfront Private Villa,
A Resort by the Sea",49.0,156.56024096385542,2.0,4.75,80.0,2024-06-04,2024-01-09,-147
"Apartment in Kuala Lumpur, Malaysia",Admire Deluxe Marble Walls at a Highrise Resort Home,85.0,156.56024096385542,2.0,4.85,135.0,2024-06-02,2024-01-07,-147
"Condo in Melaka, Malaysia",B1706/5 mins drive to Jonker/Imperio/Studio/4pax,29.0,156.56024096385542,1.0,4.79,195.0,2024-06-01,2024-01-07,-146
"Room in Kecamatan Ubud, Indonesia",Odesa Villa1 Ubud close to center,29.0,156.56024096385542,1.0,5.0,9.0,2024-06-11,2024-01-16,-147
"Hotel room in Ubud, Indonesia","Malay villa, Best views in Ubud!",167.0,156.56024096385542,1.0,4.77,119.0,2024-06-08,2024-01-13,-147
"Room in Khlong Ton Sai, Khlong San, Thailand",*Hidden Oasis Bangkok 1 | Near ICONSIAM,28.0,156.56024096385542,1.0,4.86,166.0,2024-07-02,2024-01-07,-177
"Home in Tambon Bo Put, Thailand",Directly on the beach-for animal lovers only,144.0,156.56024096385542,1.0,5.0,27.0,2024-06-01,2024-01-06,-147
"Place to stay in Kamala, Thailand","Maphrao in Kamala, accommodation on the beach",49.0,156.56024096385542,1.0,4.89,37.0,2024-06-03,2024-01-10,-145
Tiny home in Millersburg,Forest Haven - Otium,224.0,156.56024096385542,1.0,4.85,218.0,2024-05-01,2024-01-06,-116
Treehouse in Crane Hill,WANDERLUST TREEHOUSE Book an experience!,402.0,156.56024096385542,1.0,4.99,271.0,2024-05-01,2024-01-06,-116
Home in Telluride,Architectural Masterpiece | Best View in Telluride,732.0,156.56024096385542,5.0,4.97,76.0,2024-05-01,2024-01-06,-116
Cabin in West Farmington,The Triangle: A-Frame Cabin for your city retreat,123.0,156.56024096385542,4.0,4.91,515.0,2024-05-01,2024-01-06,-116
Cabin in Crosby,Cozy Louise Cabin - Direct Cuyuna MTB Access/Sauna,225.0,156.56024096385542,2.0,5.0,18.0,2024-05-01,2024-01-06,-116
Cabin in Hancock,A-frame cabin by the bay with kayak!,230.0,156.56024096385542,2.0,4.88,128.0,2024-05-01,2024-01-06,-116
Tiny home in Sandy Valley,Peacock Tiny House near Las Vegas,155.0,156.56024096385542,2.0,4.92,744.0,2024-05-01,2024-01-06,-116
Cabin in Fredericksburg,Peach Log Cabin/Hot Tub/Romantic/Close to Town!,292.0,156.56024096385542,1.0,4.97,244.0,2024-05-01,2024-01-06,-116
Room in New York,Guest room available short stays,217.0,156.56024096385542,2.0,5.0,4.0,2024-05-01,2024-01-06,-116
Cabin in Fredonia,"Tiny House Cozy Cabin by Zion, Grand Canyon, Bryce",188.0,156.56024096385542,4.0,5.0,611.0,2024-05-01,2024-01-06,-116
Treehouse in Dahlonega,Nature’s Nook- A Modern Treehouse Near Wineries,336.0,156.56024096385542,3.0,4.94,163.0,2024-05-01,2024-01-06,-116
Farm stay in Sandy Valley,Conestoga Wagon on Dude Ranch NEAR LAS VEGAS,147.0,156.56024096385542,1.0,4.86,196.0,2024-05-01,2024-01-06,-116
Treehouse in Fernwood,Crystal Peak Lookout 🌲,230.0,156.56024096385542,3.0,4.88,470.0,2024-05-05,2024-01-10,-116
Cabin in Packwood,Heartwood Cabin at Mt. Rainier,354.0,156.56024096385542,3.0,4.98,246.0,2024-05-01,2024-01-06,-116
Cabin in Nashville,Modern Nashville Home in the Woods,278.0,156.56024096385542,1.0,4.99,290.0,2024-05-05,2024-01-10,-116
Treehouse in Fredericksburg,The Leaf Treehouse,641.0,156.56024096385542,2.0,4.99,339.0,2024-05-01,2024-01-06,-116
Cabin in Bryson City,Secluded View! A-Frame Hot Tub and Fire Pit,361.0,156.56024096385542,2.0,4.95,20.0,2024-05-01,2024-01-06,-116
Cabin in Branson,Lakefront A-Frame Cabin on Table Rock Lake,129.0,156.56024096385542,2.0,4.86,22.0,2024-05-01,2024-01-06,-116
Home in Livingston,The Cargill-Earl Guesthouse at Erik's Ranch,426.0,156.56024096385542,3.0,4.88,323.0,2024-05-01,2024-01-06,-116
Home in Taos,Taos Mesa Studio Earthship,194.0,156.56024096385542,1.0,4.91,781.0,2024-05-01,2024-01-06,-116
Place to stay in Shippensburg,A- Frame Cabin,273.0,156.56024096385542,2.0,5.0,168.0,2024-05-01,2024-01-06,-116
Home in Scottsdale,Diamond Desert Escape,384.0,156.56024096385542,5.0,4.97,34.0,2024-05-03,2024-01-08,-116
Cabin in Ronan,Calowahcan Cabin *NEW hot tub*,213.0,156.56024096385542,3.0,5.0,401.0,2024-05-01,2024-01-06,-116
Home in Fairlee,Cozy Bow House Perched in Trees w/ Hot Tub & View,244.0,156.56024096385542,5.0,4.95,344.0,2024-05-01,2024-01-06,-116
Yurt in Rising Fawn,Cherry Blossom Yurt on Lookout Mountain,157.0,156.56024096385542,1.0,4.97,666.0,2024-05-01,2024-01-06,-116
Cabin in Boone,Storybook A-Frame Cabin in the Woods Close to Downtown Boone,218.0,156.56024096385542,2.0,4.99,372.0,2024-05-01,2024-01-06,-116
Cabin in Urbana,The Cabin at Maple View - Accepting Reservations,123.0,156.56024096385542,2.0,4.99,599.0,2024-05-01,2024-01-06,-116
Cabin in Martin City,Romantic Cabin - 9 miles to Glacier National Park,171.0,156.56024096385542,2.0,4.91,237.0,2024-05-01,2024-01-06,-116
Home in Austin,Enjoy the Heated Pool at a Beautifully Designed Getaway,213.0,156.56024096385542,1.0,4.96,853.0,2024-05-01,2024-01-06,-116
Cabin in Livingston,10-Acre Yellowstone Cabin w/Stunning Mtn View,222.0,156.56024096385542,4.0,4.93,101.0,2024-05-01,2024-01-06,-116
Condo in Avalon,"The Big Blue, 1 BR+Den!",597.0,156.56024096385542,2.0,4.79,539.0,2024-05-01,2024-01-06,-116
Tent in Moab,Moab Glamping Luxury Tent for 2,254.0,156.56024096385542,1.0,4.92,279.0,2024-05-01,2024-01-06,-116
Home in Destin,Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,417.0,156.56024096385542,6.0,4.94,34.0,2024-05-06,2024-01-11,-116
Cabin in Crivitz,"Scenic, Serene Lakefront Cabin — Wood Stove",149.0,156.56024096385542,3.0,4.99,72.0,2024-05-01,2024-01-06,-116
Tiny home in Lakeside,The Stillwater at Stoner Creek Cabins,178.0,156.56024096385542,1.0,5.0,211.0,2024-05-01,2024-01-06,-116
Home in Half Moon Bay,A little piece of heaven...,950.0,156.56024096385542,4.0,4.88,180.0,2024-05-01,2024-01-06,-116
Cabin in Martin City,Romantic Cabin - 9 miles to Glacier National Park,171.0,156.56024096385542,2.0,4.91,237.0,2024-05-01,2024-01-06,-116
Home in Austin,Enjoy the Heated Pool at a Beautifully Designed Getaway,213.0,156.56024096385542,1.0,4.96,853.0,2024-05-01,2024-01-06,-116
Condo in Avalon,"The Big Blue, 1 BR+Den!",597.0,156.56024096385542,2.0,4.79,539.0,2024-05-01,2024-01-06,-116
Home in Henderson,Beautiful pool home near strip,252.0,156.56024096385542,3.0,5.0,15.0,2024-05-01,2024-01-06,-116
Tent in Moab,Moab Glamping Luxury Tent for 2,254.0,156.56024096385542,1.0,4.92,279.0,2024-05-01,2024-01-06,-116
Home in Destin,Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,417.0,156.56024096385542,6.0,4.94,34.0,2024-05-06,2024-01-11,-116
Tiny home in Lakeside,The Stillwater at Stoner Creek Cabins,178.0,156.56024096385542,1.0,5.0,211.0,2024-05-01,2024-01-06,-116
Condo in Orange Beach,Totally Beachin - Condo with Stunning Ocean Views,287.0,156.56024096385542,6.0,4.69,75.0,2024-05-01,2024-01-06,-116
Cabin in Clyde,Moonlit Chalet,175.0,156.56024096385542,2.0,4.87,173.0,2024-05-01,2024-01-06,-116
Home in Wilmington,Atlantic Coast Dome Home Across from Sound w/ View,244.0,156.56024096385542,2.0,4.96,47.0,2024-05-19,2024-01-24,-116
Home in Cape Coral,Welcome to our Modern Cape Escape with Heated Pool,233.0,156.56024096385542,5.0,4.96,28.0,2024-05-01,2024-01-06,-116
Vacation home in Klamath Falls,The 'Easy A' Cabin in Rocky Point,202.0,156.56024096385542,3.0,4.82,82.0,2024-05-01,2024-01-06,-116
Condo in Daytona Beach,Luxury One Bedroom Condo with private balcony,123.0,156.56024096385542,3.0,4.9,106.0,2024-05-01,2024-01-06,-116
Home in St. Augustine,"""Swan Ocean"" Beach House on Vilano Beach",955.0,156.56024096385542,6.0,4.88,60.0,2024-05-01,2024-01-06,-116
Condo in New Smyrna Beach,Coastal Waters 214-2nd floor ocean view condo,168.0,156.56024096385542,2.0,4.47,43.0,2024-05-01,2024-01-06,-116
Home in Eustis,Lake House Minutes to Downtown Mt. Dora and Eustis,173.0,156.56024096385542,2.0,4.99,179.0,2024-05-01,2024-01-06,-116
Tiny home in White Pigeon,Circle J Bed & Breakfast,92.0,156.56024096385542,2.0,4.97,528.0,2024-05-01,2024-01-06,-116
Cabin in Cripple Creek,"Hillside Cripple Creek Cabin w/Hot Tub, Mtn Views!",196.0,156.56024096385542,3.0,4.93,72.0,2024-05-01,2024-01-06,-116
Cabin in Moab,Basic Cabin #1 - Sleeps 4 - OK-C1,125.0,156.56024096385542,3.0,4.86,233.0,2024-05-06,2024-01-11,-116
Home in Petersburg,ONLY 1.5 Miles from the Creation Museum!,124.0,156.56024096385542,4.0,4.89,170.0,2024-05-01,2024-01-06,-116
Home in Twentynine Palms,"Blue Oasis | King Bed | Feel Far, Be Close Dogs ok",155.0,156.56024096385542,2.0,4.94,258.0,2024-05-01,2024-01-06,-116
Room in McKinney,Garden Gate Getaway,53.0,156.56024096385542,2.0,4.88,110.0,2024-05-01,2024-01-06,-116
Home in El Prado,"Taos Skybox ""Stargazer"" High Desert Retreat",184.0,156.56024096385542,1.0,4.93,61.0,2024-05-01,2024-01-06,-116
Treehouse in Sevierville,"The best in tiny living!
TreehouseTopia",229.0,156.56024096385542,2.0,4.87,193.0,2024-05-01,2024-01-06,-116
Home in Fort Myers,*Unique Pyramid Home for an amazing vacation,231.0,156.56024096385542,1.0,4.93,165.0,2024-05-01,2024-01-06,-116
Cottage in Los Angeles,Private Modern Guesthouse near Mulholland Drive,151.0,156.56024096385542,2.0,4.93,555.0,2024-05-01,2024-01-06,-116
Home in Summertown,Water side Cozy cabin,98.0,156.56024096385542,4.0,4.91,318.0,2024-05-01,2024-01-06,-116
Cabin in Florissant,NEW! One-of-a-Kind Luxury Cabin w/Hot Tub,358.0,156.56024096385542,1.0,5.0,49.0,2024-05-01,2024-01-06,-116
Guesthouse in Escondido,Hilltop cabin retreat with lake & mountain views,188.0,156.56024096385542,5.0,4.93,551.0,2024-05-01,2024-01-06,-116
Townhouse in Kissimmee,Brand New 3 beds at Solara Resort,155.0,156.56024096385542,2.0,4.83,12.0,2024-05-01,2024-01-06,-116
Cabin in Gold Bar,New lux cabin w/mount index view,276.0,156.56024096385542,1.0,4.86,7.0,2024-05-01,2024-01-06,-116
Treehouse in Watsonville,Redwood Treehouse Santa Cruz Mtns.,190.0,156.56024096385542,2.0,4.89,932.0,2024-05-05,2024-01-10,-116
Condo in Kissimmee,Mickey Mouse Themed Getaway next to Disney 1,115.0,156.56024096385542,4.0,4.84,295.0,2024-05-01,2024-01-06,-116
Home in Ellington,Crystal Lake House,155.0,156.56024096385542,4.0,5.0,9.0,2024-05-01,2024-01-06,-116
Home in Orlando,The Orlando Retreat.,230.0,156.56024096385542,4.0,4.95,78.0,2024-05-01,2024-01-06,-116
Farm stay in Lebec,The Alpaca (A Lone Juniper Ranch Cabin),124.0,113.0,2.0,4.92,381.0,2024-05-01,2024-01-06,-116
Cabin in Newry,Cozy Cabin on Sunday River ~,202.0,156.56024096385542,2.0,4.93,41.0,2024-05-01,2024-01-06,-116
Tiny home in Greer,*BRAND NEW* Tiny Village Retreat,90.0,156.56024096385542,2.0,5.0,86.0,2024-05-01,2024-01-06,-116
Cabin in Pine Ridge,Cliffside Romantic Retreat LOVE,321.0,156.56024096385542,1.0,5.0,25.0,2024-05-01,2024-01-06,-116
Tiny home in Greer,Modern Cabin Tiny Retreat,90.0,156.56024096385542,3.0,4.98,558.0,2024-05-01,2024-01-06,-116
Cabin in Groton,Peaceful Log Cabin in the Woods,122.0,156.56024096385542,2.0,4.99,497.0,2024-05-03,2024-01-08,-116
Cabin in Ellijay,Cozy Creek Cabin-couples retreat nestled in woods,184.0,156.56024096385542,1.0,4.98,208.0,2024-05-01,2024-01-06,-116
Apartment in Orlando,Cozy Studio close to Universal,82.0,156.56024096385542,2.0,4.2,148.0,2024-05-01,2024-01-06,-116
Cabin in Blue Ridge,Beaver Bungalow - Long Range Mountain Views,163.0,156.56024096385542,2.0,4.96,77.0,2024-05-01,2024-01-06,-116
Condo in Destin,"Sea Squirrel, Beach views in Crystal Beach",246.0,156.56024096385542,1.0,4.78,9.0,2024-05-01,2024-01-06,-116
Tiny home in Hillsboro,Out of Bounds: Tiny Cabin amongst acres of trees,170.0,156.56024096385542,2.0,4.95,277.0,2024-05-01,2024-01-06,-116
Apartment in Orlando,Newly remodeled! Condo in Center of All The Action,100.0,156.56024096385542,2.0,4.49,372.0,2024-05-01,2024-01-06,-116
Tiny home in Cortez,Canyon Hideout Bungalow,179.0,156.56024096385542,1.0,5.0,341.0,2024-05-01,2024-01-06,-116
Place to stay in Wapwallopen,"Peaceful, authentic, rustic log cabin in the woods",132.0,156.56024096385542,2.0,4.98,106.0,2024-05-04,2024-01-09,-116
Cottage in Crozet,Idyllic Cottage Retreat,188.0,156.56024096385542,2.0,4.86,14.0,2024-05-01,2024-01-06,-116
Cabin in Leicester,Cabin Kisa,106.0,156.56024096385542,1.0,5.0,7.0,2024-05-01,2024-01-06,-116
Cabin in Robbinsville,Mountain Dream gorgeous view with hot tub,190.0,156.56024096385542,2.0,4.96,591.0,2024-05-01,2024-01-06,-116
Apartment in Kissimmee,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,134.0,156.56024096385542,4.0,4.79,73.0,2024-05-01,2024-01-06,-116
Cabin in Leicester,Cabin Kisa,106.0,610.0,1.0,5.0,7.0,2024-05-01,2024-01-06,-116
Cabin in Robbinsville,Mountain Dream gorgeous view with hot tub,190.0,338.0,2.0,4.96,591.0,2024-05-01,2024-01-06,-116
Apartment in Kissimmee,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,134.0,120.0,4.0,4.79,73.0,2024-05-01,2024-01-06,-116
Cabin in Lancing,Creekside Cabin at Shady Grove Farm,90.0,135.0,2.0,4.97,476.0,2024-05-01,2024-01-06,-116
Villa in Las Vegas,"Vegas Villa-Heated Pool, Indoor Jacuzzi, Billiards",668.0,218.0,9.0,4.93,27.0,2024-05-01,2024-01-06,-116
Villa in Miramar,Modern Retreat with King Bed-Heated Pool-and Grill,494.0,156.56024096385542,6.0,5.0,33.0,2024-05-01,2024-01-06,-116
Apartment in Santa Monica,Venice Canals Sanctuary,374.0,156.56024096385542,2.0,4.93,107.0,2024-05-01,2024-01-06,-116
Cabin in Sevierville,Sugar Bear Hollow,219.0,156.56024096385542,3.0,4.96,91.0,2024-05-01,2024-01-06,-116
Guesthouse in Phoenix,Studio B,111.0,156.56024096385542,2.0,4.95,819.0,2024-05-01,2024-01-06,-116
